CWE_ID,Name,Abstraction,Structure,Status,Mapping_Status,Description
1319,Improper Protection against Electromagnetic Fault Injection (EM-FI),Base,Simple,Incomplete,Allowed,"The device is susceptible to electromagnetic fault injection attacks, causing device internal information to be compromised or security mechanisms to be bypassed."
1320,Improper Protection for Outbound Error Messages and Alert Signals,Base,Simple,Draft,Allowed,Untrusted agents can disable alerts about signal conditions exceeding limits or the response mechanism that handles such alerts.
1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Variant,Simple,Incomplete,Allowed,"The product receives input from an upstream component that specifies attributes that are to be initialized or updated in an object, but it does not properly control modifications of attributes of the object prototype."
1322,"Use of Blocking Code in Single-threaded, Non-blocking Context",Base,Simple,Incomplete,Allowed,"The product uses a non-blocking model that relies on a single threaded process
			for features such as scalability, but it contains code that can block when it is invoked."
1323,Improper Management of Sensitive Trace Data,Base,Simple,Draft,Allowed,"Trace data collected from several sources on the
                System-on-Chip (SoC) is stored in unprotected locations or
                transported to untrusted agents."
1325,Improperly Controlled Sequential Memory Allocation,Base,Simple,Incomplete,Allowed,"The product manages a group of objects or resources and performs a separate memory allocation for each object, but it does not properly limit the total amount of memory that is consumed by all of the combined objects."
1326,Missing Immutable Root of Trust in Hardware,Base,Simple,Draft,Allowed,A missing immutable root of trust in the hardware results in the ability to bypass secure boot or execute untrusted or adversarial boot code.
1327,Binding to an Unrestricted IP Address,Base,Simple,Incomplete,Allowed,"The product assigns the address 0.0.0.0 for a database server, a cloud service/instance, or any computing resource that communicates remotely."
1328,Security Version Number Mutable to Older Versions,Base,Simple,Draft,Allowed,"Security-version number in hardware is mutable, resulting in the ability to downgrade (roll-back) the boot firmware to vulnerable code versions."
1329,Reliance on Component That is Not Updateable,Base,Simple,Incomplete,Allowed,The product contains a component that cannot be updated or patched in order to remove vulnerabilities or significant bugs.
1330,Remanent Data Readable after Memory Erase,Variant,Simple,Draft,Allowed,Confidential information stored in memory circuits is readable or recoverable after being cleared or erased.
1331,Improper Isolation of Shared Resources in Network On Chip (NoC),Base,Simple,Stable,Allowed,"The Network On Chip (NoC) does not isolate or incorrectly isolates its on-chip-fabric and internal resources such that they are shared between trusted and untrusted agents, creating timing channels."
1332,Improper Handling of Faults that Lead to Instruction Skips,Base,Simple,Stable,Allowed,The device is missing or incorrectly implements circuitry or sensors that detect and mitigate the skipping of security-critical CPU instructions when they occur.
1333,Inefficient Regular Expression Complexity,Base,Simple,Draft,Allowed,The product uses a regular expression with a worst-case computational complexity that is inefficient and possibly exponential.
1334,Unauthorized Error Injection Can Degrade Hardware Redundancy,Base,Simple,Draft,Allowed,An unauthorized agent can inject errors into a redundant block to deprive the system of redundancy or put the system in a degraded operating mode.
1335,Incorrect Bitwise Shift of Integer,Base,Simple,Draft,Allowed,An integer value is specified to be shifted by a negative amount or an amount greater than or equal to the number of bits contained in the value causing an unexpected or indeterminate result.
1336,Improper Neutralization of Special Elements Used in a Template Engine,Base,Simple,Incomplete,Allowed,"The product uses a template engine to insert or process externally-influenced input, but it does not neutralize or incorrectly neutralizes special elements or syntax that can be interpreted as template expressions or other code directives when processed by the engine."
1338,Improper Protections Against Hardware Overheating,Base,Simple,Draft,Allowed,A hardware device is missing or has inadequate protection features to prevent overheating.
1339,Insufficient Precision or Accuracy of a Real Number,Base,Simple,Draft,Allowed,"The product processes a real number with an implementation in which the number's representation does not preserve required accuracy and precision in its fractional part, causing an incorrect result."
134,Use of Externally-Controlled Format String,Base,Simple,Draft,Allowed,"The product uses a function that accepts a format string as an argument, but the format string originates from an external source."
